Column1,Title,PositiveReview,NegativeReview,Topic,Selected Content,Pos/Neg,Head,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Body 7,Body 8,Body 9,Body 10,Body 11,Body 12,Body 13,Body 14,Body 15,Cont. Body 1,Cont. Body 2,Cont. Body 3,Cont. Body 4,Cont. Body 5,Cont. Body 6,Cont. Body 7,Cont. Body 8,Cont. Body 9,Cont. Body 10,Cont. Body 11,Cont. Body 12,Cont. Body 13,Cont. Body 14,Cont. Body 15,Concat,Claim,PositiveReview Relevancy,NegativeReview Relevancy,Column2,Column3,,
241,would definitely recommend! close to nice beach strip and airport and very clean and comfy bed,"spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony; staff was very friendly and lend me an adaptor several times. 
 i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.","for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",Location,i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.,Positive,good_location,perfect_location_because_don't_want_to_be_in_center,,,,,,,,,,,,,,,no_evident_not_perfect_location_because_don't_want_to_be_in_center,,,,,,,,,,,,,,,,,,,,,,
241,would definitely recommend! close to nice beach strip and airport and very clean and comfy bed,"spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony; staff was very friendly and lend me an adaptor several times. 
 i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.","for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",Room,"for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, ",Negative,bad_room,unlabeled_shampoo_dispenser,not_nice_shampoo,,,,,,,,,,,,,,have_evident_unlabeled_shampoo_dispenser,have_evident_not_nice_shampoo,,,,,,,,,,,,,,,,,,,,,
241,would definitely recommend! close to nice beach strip and airport and very clean and comfy bed,"spacious room and minifridge; large bathroom; very clean and comfy bed and lovely little balcony; staff was very friendly and lend me an adaptor several times. 
 i didnt want to be in the center so for me the location was perfect! walking distance to airport and close to the more luxurious beach strip with delicious restaurants.","for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",Price,"for the price that it was, it only had some random unlabeled shampoo dispenser attached to the shower wall. dont know if it was body or hair shampoo but it wasnt very nice at all, and seemed a little cheap considering the hotel cost.",Negative,bad_price,unlabeled_shampoo_dispenser_for_this_price,shampoo_seem_cheap_considering_hotel_cost,,,,,,,,,,,,,,have_evident_unlabeled_shampoo_dispenser_for_this_price,have_evident_shampoo_seem_cheap_considering_hotel_cost,,,,,,,,,,,,,,,,,,,,,
242,Exceeds your expectations,"Very clean, comfortable and pleasant! The staff were very accommodating and kind. We will definitely come again! highly recommended!",nothing!,Room,"Very clean, comfortable and pleasant! ",Positive,good_room,clean_room,comfortable_room,pleasant_room,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_comfortable_room,no_evident_not_pleasant_room,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
242,Exceeds your expectations,"Very clean, comfortable and pleasant! The staff were very accommodating and kind. We will definitely come again! highly recommended!",nothing!,Staff,The staff were very accommodating and kind. ,Positive,good_staff,accommodating_staff,kind_staff,,,,,,,,,,,,,,no_evident_not_accommodating_staff,no_evident_not_kind_staff,,,,,,,,,,,,,,,,,,,,,
242,Exceeds your expectations,"Very clean, comfortable and pleasant! The staff were very accommodating and kind. We will definitely come again! highly recommended!",nothing!,Off,"We will definitely come again! highly recommended!, nothing!",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Excellent,Very modern clean beautifully kept hotel near beaches and restaurants,All good,Facility,Very modern clean beautifully kept hotel ,Positive,good_facility,modern_hotel,clean_hotel,beautifully_kept_hotel ,,,,,,,,,,,,,no_evident_not_modern_hotel,no_evident_not_clean_hotel,no_evident_not_beautifully_kept_hotel ,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
243,Excellent,Very modern clean beautifully kept hotel near beaches and restaurants,All good,Location,near beaches and restaurants,Positive,good_location,near_beach,near_restaurant,,,,,,,,,,,,,,no_evident_not_near_beach,no_evident_not_near_restaurant,,,,,,,,,,,,,,,,,,,,,
243,Excellent,Very modern clean beautifully kept hotel near beaches and restaurants,All good,Off,All good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,would recommend it very good for short stay.,,nothing,Off,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Noise Positive Null,Noise Negative Null,,,,
245,The best experience we could have asked for,"We booked this hotel last minute and we were extremely happy with the service. They have great staff, are very welcoming and the restaurant at floor level is awesome - Richard is a great chef and his friendliness will make you want to extend your vacation for sure. We felt like we were part of their community and this is due to their opennes. The room was extremely clean and their room service makes sure to keep it this way, All in all, the best experience we could have asked for",Nothing we can think of,Facility,We booked this hotel last minute and we were extremely happy with the service. ,Positive,good_facility,happy_with_service,,,,,,,,,,,,,,,no_evident_not_happy_with_service,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
245,The best experience we could have asked for,"We booked this hotel last minute and we were extremely happy with the service. They have great staff, are very welcoming and the restaurant at floor level is awesome - Richard is a great chef and his friendliness will make you want to extend your vacation for sure. We felt like we were part of their community and this is due to their opennes. The room was extremely clean and their room service makes sure to keep it this way, All in all, the best experience we could have asked for",Nothing we can think of,Staff,"They have great staff, are very welcoming ",Positive,good_staff,great_staff,welcoming_staff,,,,,,,,,,,,,,no_evident_not_great_staff,no_evident_not_welcoming_staff,,,,,,,,,,,,,,,,,,,,,
245,The best experience we could have asked for,"We booked this hotel last minute and we were extremely happy with the service. They have great staff, are very welcoming and the restaurant at floor level is awesome - Richard is a great chef and his friendliness will make you want to extend your vacation for sure. We felt like we were part of their community and this is due to their opennes. The room was extremely clean and their room service makes sure to keep it this way, All in all, the best experience we could have asked for",Nothing we can think of,Food,and the restaurant at floor level is awesome - Richard is a great chef and his friendliness will make you want to extend your vacation for sure. We felt like we were part of their community and this is due to their opennes. ,Positive,good_food,awesome_restaurant,great_chef,friendly_chef,felt_like_part_of_community,openness_staff,,,,,,,,,,,no_evident_not_awesome_restaurant,no_evident_not_great_chef,no_evident_not_friendly_chef,no_evident_not_felt_like_part_of_community,no_evident_not_openness_staff,,,,,,,,,,,,,,,,,,
245,The best experience we could have asked for,"We booked this hotel last minute and we were extremely happy with the service. They have great staff, are very welcoming and the restaurant at floor level is awesome - Richard is a great chef and his friendliness will make you want to extend your vacation for sure. We felt like we were part of their community and this is due to their opennes. The room was extremely clean and their room service makes sure to keep it this way, All in all, the best experience we could have asked for",Nothing we can think of,Room,"The room was extremely clean and their room service makes sure to keep it this way,",Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,,
245,The best experience we could have asked for,"We booked this hotel last minute and we were extremely happy with the service. They have great staff, are very welcoming and the restaurant at floor level is awesome - Richard is a great chef and his friendliness will make you want to extend your vacation for sure. We felt like we were part of their community and this is due to their opennes. The room was extremely clean and their room service makes sure to keep it this way, All in all, the best experience we could have asked for",Nothing we can think of,Off,"All in all, the best experience we could have asked for, Nothing we can think of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"Friendly staff, clean and modern rooms, great value. We’d definitely stay again","The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport. The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay. The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. We also had dinner there, and the food was very good and the chef was very friendly. ","The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Staff,The owners were very friendly and helpful. ,Positive,good_staff,friendly_staff,helpful_staff,,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_helpful_staff,,,,,,,,,,,,,,,Claim,Yes,No,,,,
246,"Friendly staff, clean and modern rooms, great value. We’d definitely stay again","The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport. The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay. The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. We also had dinner there, and the food was very good and the chef was very friendly. ","The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Facility,"The hotel is small, which we liked,",Positive,good_facility,small_hotel_which_we_like,,,,,,,,,,,,,,,no_evident_not_small_hotel_which_we_like,,,,,,,,,,,,,,,,,,,,,,
246,"Friendly staff, clean and modern rooms, great value. We’d definitely stay again","The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport. The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay. The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. We also had dinner there, and the food was very good and the chef was very friendly. ","The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Location,and is about 10 minutes from the airport.,Positive,good_location,10_minute_from_airport,,,,,,,,,,,,,,,no_evident_not_10_minute_from_airport,,,,,,,,,,,,,,,,,,,,,,
246,"Friendly staff, clean and modern rooms, great value. We’d definitely stay again","The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport. The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay. The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. We also had dinner there, and the food was very good and the chef was very friendly. ","The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Room,"The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay.",Positive,good_room,nice_size_room,modern_room,perfect_room_for_quick_stay,,,,,,,,,,,,,no_evident_not_nice_size_room,no_evident_not_modern_room,no_evident_not_perfect_room_for_quick_stay,,,,,,,,,,,,,,,,,,,,
246,"Friendly staff, clean and modern rooms, great value. We’d definitely stay again","The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport. The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay. The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. We also had dinner there, and the food was very good and the chef was very friendly. ","The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Location,"The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Negative,bad_location,taxi_has_hard_time_finding_hotel,hard_to_find,located_among_several_building,,,,,,,,,,,,,have_evident_taxi_has_hard_time_finding_hotel,have_evident_hard_to_find,have_evident_located_among_several_building,,,,,,,,,,,,,,,,,,,,
246,"Friendly staff, clean and modern rooms, great value. We’d definitely stay again","The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport. The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay. The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. We also had dinner there, and the food was very good and the chef was very friendly. ","The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Food,"We also had dinner there, and the food was very good and the chef was very friendly. ",Positive,good_food,friendly_chef,,,,,,,,,,,,,,,no_evident_not_friendly_chef,,,,,,,,,,,,,,,,,,,,,,
246,"Friendly staff, clean and modern rooms, great value. We’d definitely stay again","The owners were very friendly and helpful. The hotel is small, which we liked, and is about 10 minutes from the airport. The rooms were a nice size, very clean, and modern. We had both a family room and a double room, and they were perfect for our quick stay. The taxi driver had a hard time finding it to drop us off, as it’s amongst several apartment buildings on a small side street. That’s the only negative. We also had dinner there, and the food was very good and the chef was very friendly. ","The location is a bit hard to find. The taxi drivers GPS had trouble finding it, but eventually we did. It’s amongst several apartment buildings on a small side street.",Off,We’ll stay again if we travel to Larnaca in the future.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,simply fantastic,cleanliness,very good location,Room,cleanliness,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,Claim,Yes,Noise Position,,,,
247,simply fantastic,cleanliness,very good location,Off,very good location,Positive,good_location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Would absolutely stay again,"Absolutely everything was great!!!!!!!!! Staff super kind, professional, polite and helpful. Bed was soooooooo comfortable, I didn't want to leave my room!! Also thank you for taxi, it arrived right in time!","Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Off,"Absolutely everything was great!!!!!!!!!,  I didn't want to leave my room!! Also thank you for taxi, it arrived right in time!",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,No,,,,
248,Would absolutely stay again,"Absolutely everything was great!!!!!!!!! Staff super kind, professional, polite and helpful. Bed was soooooooo comfortable, I didn't want to leave my room!! Also thank you for taxi, it arrived right in time!","Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Staff,"Staff super kind, professional, polite and helpful. ",Positive,good_staff,kind_staff,professional_staff,polite_staff,helpful_staff,,,,,,,,,,,,no_evident_not_kind_staff,no_evident_not_professional_staff,no_evident_not_polite_staff,no_evident_not_helpful_staff,,,,,,,,,,,,,,,,,,,
248,Would absolutely stay again,"Absolutely everything was great!!!!!!!!! Staff super kind, professional, polite and helpful. Bed was soooooooo comfortable, I didn't want to leave my room!! Also thank you for taxi, it arrived right in time!","Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Room,"Bed was soooooooo comfortable,",Positive,good_room,comfortable_bed,,,,,,,,,,,,,,,no_evident_not_comfortable_bed,,,,,,,,,,,,,,,,,,,,,,
248,Would absolutely stay again,"Absolutely everything was great!!!!!!!!! Staff super kind, professional, polite and helpful. Bed was soooooooo comfortable, I didn't want to leave my room!! Also thank you for taxi, it arrived right in time!","Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Room,"Lack of decent TV channels, only in the evening (past 9 pm) you can actually find something to watch. There are only ~10 channels, half in Greek and half in Russian, and maybe one or two in English (in the evenings)",Negative,bad_room,no_decent_TV_channel,TV_can_watch_on_evening_only,TV_only_10_channel,,,,,,,,,,,,,have_evident_no_decent_TV_channel,have_evident_TV_can_watch_on_evening_only,have_evident_TV_only_10_channel,,,,,,,,,,,,,,,,,,,,
249,Wonderful,All,,Off,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
250,This is a five star hotel in all respects.,"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation. The location allowed us to walk to the beach and restaurants. The family that runs the hotel was incredibly friendly and very, very nice. The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous.  Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",,Off,"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation.,  Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
250,This is a five star hotel in all respects.,"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation. The location allowed us to walk to the beach and restaurants. The family that runs the hotel was incredibly friendly and very, very nice. The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous.  Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",,Location,The location allowed us to walk to the beach and restaurants.,Positive,good_location,allow_walk_to_beach,allow_walk_to_restaurant,,,,,,,,,,,,,,no_evident_not_allow_walk_to_beach,no_evident_not_allow_walk_to_restaurant,,,,,,,,,,,,,,,,,,,,,
250,This is a five star hotel in all respects.,"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation. The location allowed us to walk to the beach and restaurants. The family that runs the hotel was incredibly friendly and very, very nice. The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous.  Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",,Staff,"The family that runs the hotel was incredibly friendly and very, very nice. ",Positive,good_staff,friendly_staff,nice_staff,,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_nice_staff,,,,,,,,,,,,,,,,,,,,,
250,This is a five star hotel in all respects.,"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation. The location allowed us to walk to the beach and restaurants. The family that runs the hotel was incredibly friendly and very, very nice. The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous.  Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",,Room,"The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. ",Positive,good_room,lovely_room,modern_room,comfortable_room,,,,,,,,,,,,,no_evident_not_lovely_room,no_evident_not_modern_room,no_evident_not_comfortable_room,,,,,,,,,,,,,,,,,,,,
250,This is a five star hotel in all respects.,"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation. The location allowed us to walk to the beach and restaurants. The family that runs the hotel was incredibly friendly and very, very nice. The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous.  Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",,Food,"The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable.  We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous. ",Positive,good_food,lovely_restaurant,modern_restaurant,comfortable_restaurant,,,,,,,,,,,,,no_evident_not_lovely_restaurant,no_evident_not_modern_restaurant,no_evident_not_comfortable_restaurant,,,,,,,,,,,,,,,,,,,,
250,This is a five star hotel in all respects.,"Our stay was just about perfect. This is one of the most impressive stays we ever had with a Booking.Com reservation. The location allowed us to walk to the beach and restaurants. The family that runs the hotel was incredibly friendly and very, very nice. The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. We ate dinner at the hotel because we were so impressed with ""chef Richard"" and the food was fabulous.  Were had cocktails on the lovely patio and had the chance to meet and chat with other guests.",,Facility,"The rooms, lobby and restaurant were lovely; exceedlingly modern, and comfortable. ",Positive,good_facility,lovely_lobby,modern_lobby,comfortable_lobby,,,,,,,,,,,,,no_evident_not_lovely_lobby,no_evident_not_modern_lobby,no_evident_not_comfortable_lobby,,,,,,,,,,,,,,,,,,,,
251,"great cosy one night stay before going to airport, location for airport cannot be better",friendly staff,,Staff,friendly staff,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
252,Very handy for a night out at Mackenzie beach,Exceptionally clean and brand new. Breakfast was freshly made and delicious. Everyone very friendly,,Room,Exceptionally clean and brand new. ,Positive,good_room,clean_room,brand_new_room,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_brand_new_room,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
252,Very handy for a night out at Mackenzie beach,Exceptionally clean and brand new. Breakfast was freshly made and delicious. Everyone very friendly,,Facility,Exceptionally clean and brand new. ,Positive,good_facility,clean_hotel,brand_new_hotel,,,,,,,,,,,,,,no_evident_not_clean_hotel,no_evident_not_brand_new_hotel,,,,,,,,,,,,,,,,,,,,,
252,Very handy for a night out at Mackenzie beach,Exceptionally clean and brand new. Breakfast was freshly made and delicious. Everyone very friendly,,Food,Breakfast was freshly made and delicious.,Positive,good_food,freshly_made_breakfast,delicious_breakfast,,,,,,,,,,,,,,no_evident_not_freshly_made_breakfast,no_evident_not_delicious_breakfast,,,,,,,,,,,,,,,,,,,,,
252,Very handy for a night out at Mackenzie beach,Exceptionally clean and brand new. Breakfast was freshly made and delicious. Everyone very friendly,,Staff, Everyone very friendly,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,,,,,,,
253,I go again for sure,cleanliness and quietness,nothing,Room,cleanliness and quietness,Positive,good_room,clean_room,quiet_room,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_quiet_room,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
253,I go again for sure,cleanliness and quietness,nothing,Location,cleanliness and quietness,Positive,good_location,quiet_location,,,,,,,,,,,,,,,no_evident_not_quiet_location,,,,,,,,,,,,,,,,,,,,,,
253,I go again for sure,cleanliness and quietness,nothing,Off,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Perfect gem close to the airport.,"Wonderful modern family run small hotel. It’s very close to the airport which worked for us. The rooms are spotless, the shower fantastic. The pictures are very true to life. The family were so helpful. THANKYOU!",Nothing.,Facility,Wonderful modern family run small hotel.,Positive,good_facility,family_run_small_hotel,modern_small_hotel,,,,,,,,,,,,,,no_evident_not_family_run_small_hotel,no_evident_not_modern_small_hotel,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
254,Perfect gem close to the airport.,"Wonderful modern family run small hotel. It’s very close to the airport which worked for us. The rooms are spotless, the shower fantastic. The pictures are very true to life. The family were so helpful. THANKYOU!",Nothing.,Location, It’s very close to the airport which worked for us.,Positive,good_location,close_to_airport,,,,,,,,,,,,,,,no_evident_not_close_to_airport,,,,,,,,,,,,,,,,,,,,,,
254,Perfect gem close to the airport.,"Wonderful modern family run small hotel. It’s very close to the airport which worked for us. The rooms are spotless, the shower fantastic. The pictures are very true to life. The family were so helpful. THANKYOU!",Nothing.,Room,"The rooms are spotless, the shower fantastic. The pictures are very true to life.",Positive,good_room,spotless_room,fantastic_shower,have_true_to_life_picture,,,,,,,,,,,,,no_evident_not_spotless_room,no_evident_not_fantastic_shower,no_evident_not_have_true_to_life_picture,,,,,,,,,,,,,,,,,,,,
254,Perfect gem close to the airport.,"Wonderful modern family run small hotel. It’s very close to the airport which worked for us. The rooms are spotless, the shower fantastic. The pictures are very true to life. The family were so helpful. THANKYOU!",Nothing.,Staff,The family were so helpful.,Positive,good_staff,helpful_staff,,,,,,,,,,,,,,,no_evident_not_helpful_staff,,,,,,,,,,,,,,,,,,,,,,
255,Nice hotel close to Larnaca airport,"Very cozy, modern, clean hotel close to the airport. The staff is super friendly and attentive. The room is spacious and new. The location is super convenient, only few steps from the beach. Highly recommended!",,Facility,"Very cozy, modern, clean hotel",Positive,good_facility,cozy_hotel,modern_hotel,clean_hotel ,,,,,,,,,,,,,no_evident_not_cozy_hotel,no_evident_not_modern_hotel,no_evident_not_clean_hotel ,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
255,Nice hotel close to Larnaca airport,"Very cozy, modern, clean hotel close to the airport. The staff is super friendly and attentive. The room is spacious and new. The location is super convenient, only few steps from the beach. Highly recommended!",,Location,"close to the airport. The location is super convenient, only few steps from the beach. ",Positive,good_location,close_to_airport,convenient_location,few_step_from_beach,,,,,,,,,,,,,no_evident_not_close_to_airport,no_evident_not_convenient_location,no_evident_not_few_step_from_beach,,,,,,,,,,,,,,,,,,,,
255,Nice hotel close to Larnaca airport,"Very cozy, modern, clean hotel close to the airport. The staff is super friendly and attentive. The room is spacious and new. The location is super convenient, only few steps from the beach. Highly recommended!",,Staff,The staff is super friendly and attentive.,Positive,good_staff,friendly_staff,attentive_staff,,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_attentive_staff,,,,,,,,,,,,,,,,,,,,,
255,Nice hotel close to Larnaca airport,"Very cozy, modern, clean hotel close to the airport. The staff is super friendly and attentive. The room is spacious and new. The location is super convenient, only few steps from the beach. Highly recommended!",,Room,The room is spacious and new. ,Positive,good_room,spacious_room,new_room,,,,,,,,,,,,,,no_evident_not_spacious_room,no_evident_not_new_room,,,,,,,,,,,,,,,,,,,,,
255,Nice hotel close to Larnaca airport,"Very cozy, modern, clean hotel close to the airport. The staff is super friendly and attentive. The room is spacious and new. The location is super convenient, only few steps from the beach. Highly recommended!",,Off,Highly recommended!,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"Close to the airport as we were in transit to another destination. The room was great, spotless, fresh and modern.",clean and modern,nothing,Room,clean and modern,Positive,good_room,clean_room,modern_room,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_modern_room,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
256,"Close to the airport as we were in transit to another destination. The room was great, spotless, fresh and modern.",clean and modern,nothing,Off,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Wonderful,"Very modern, clean hotel
 Great location, quiet
 Lovely staff",,Facility,"Very modern, clean hotel
",Positive,good_facility,modern_hotel,clean_hotel ,,,,,,,,,,,,,,no_evident_not_modern_hotel,no_evident_not_clean_hotel ,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
257,Wonderful,"Very modern, clean hotel
 Great location, quiet
 Lovely staff",,Location,"Great location, quiet
",Positive,good_location,great_location,quiet_location,,,,,,,,,,,,,,no_evident_not_great_location,no_evident_not_quiet_location,,,,,,,,,,,,,,,,,,,,,
257,Wonderful,"Very modern, clean hotel
 Great location, quiet
 Lovely staff",,Staff,Lovely staff,Positive,good_staff,lovely_staff,,,,,,,,,,,,,,,no_evident_not_lovely_staff,,,,,,,,,,,,,,,,,,,,,,
258,Exceptional,"Great accommodation, wonderful staff, delicious food, tranquility! ",it wasn't like that!,Facility,"Great accommodation, ",Positive,good_facility,great_hotel,,,,,,,,,,,,,,,no_evident_not_great_hotel,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
258,Exceptional,"Great accommodation, wonderful staff, delicious food, tranquility! ",it wasn't like that!,Staff,"wonderful staff,",Positive,good_staff,wonderful_staff,,,,,,,,,,,,,,,no_evident_not_wonderful_staff,,,,,,,,,,,,,,,,,,,,,,
258,Exceptional,"Great accommodation, wonderful staff, delicious food, tranquility! ",it wasn't like that!,Food,"delicious food, tranquility!",Positive,good_food,delicious_food ,tranquility_food,,,,,,,,,,,,,,no_evident_not_delicious_food ,no_evident_not_tranquility_food,,,,,,,,,,,,,,,,,,,,,
258,Exceptional,"Great accommodation, wonderful staff, delicious food, tranquility! ",it wasn't like that!,Off,it wasn't like that!,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
