ID,Original A,A,B,is phrase B contain any Contrary to phrase A? by maya,is phrase B contain any Contrary to phrase A? by Watanee,is phrase B contain any Contrary to phrase A? by Nonraphan,is phrase B contain any Contrary to phrase A? by Nimmida,Vote
251,no_evident_not_economic_price,economic_price,for_money_you_pay_you_get_one_small_water_bottle,,No,No,,No
252,no_evident_not_economic_price,economic_price,expensive_for_what_you_get,,Yes,Yes,,Yes
253,no_evident_not_economic_price,economic_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
254,no_evident_not_economic_price,economic_price,overpriced_for_facility,,Yes,Yes,,Yes
255,no_evident_not_economic_price,economic_price,meal_not_include_in_price,,No,No,,No
256,no_evident_not_economic_price,economic_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
257,no_evident_not_economic_price,economic_price,high_price_for_small_room,,Yes,Yes,,Yes
258,no_evident_not_economic_price,economic_price,expensive_hotel,,Yes,Yes,,Yes
259,no_evident_not_economic_price,economic_price,expensive_for_average_hotel,,Yes,Yes,,Yes
260,no_evident_not_economic_price,economic_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
261,no_evident_not_not_expensive_price,not_expensive_price,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
262,no_evident_not_not_expensive_price,not_expensive_price,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
263,no_evident_not_not_expensive_price,not_expensive_price,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
264,no_evident_not_not_expensive_price,not_expensive_price,for_money_you_pay_you_get_one_small_water_bottle,No,No,Yes,,No
265,no_evident_not_not_expensive_price,not_expensive_price,expensive_for_what_you_get,,Yes,Yes,,Yes
266,no_evident_not_not_expensive_price,not_expensive_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
267,no_evident_not_not_expensive_price,not_expensive_price,overpriced_for_facility,,Yes,Yes,,Yes
268,no_evident_not_not_expensive_price,not_expensive_price,meal_not_include_in_price,,No,No,,No
269,no_evident_not_not_expensive_price,not_expensive_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
270,no_evident_not_not_expensive_price,not_expensive_price,high_price_for_small_room,,Yes,Yes,,Yes
271,no_evident_not_not_expensive_price,not_expensive_price,expensive_hotel,,Yes,Yes,,Yes
272,no_evident_not_not_expensive_price,not_expensive_price,expensive_for_average_hotel,,Yes,Yes,,Yes
273,no_evident_not_not_expensive_price,not_expensive_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
274,no_evident_not_great_value,great_value,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
275,no_evident_not_great_value,great_value,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
276,no_evident_not_great_value,great_value,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
277,no_evident_not_great_value,great_value,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
278,no_evident_not_great_value,great_value,expensive_for_what_you_get,,Yes,Yes,,Yes
279,no_evident_not_great_value,great_value,expensive_rate_for_what_offer,,Yes,Yes,,Yes
280,no_evident_not_great_value,great_value,overpriced_for_facility,,Yes,Yes,,Yes
281,no_evident_not_great_value,great_value,meal_not_include_in_price,,Yes,Yes,,Yes
282,no_evident_not_great_value,great_value,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
283,no_evident_not_great_value,great_value,high_price_for_small_room,,Yes,Yes,,Yes
284,no_evident_not_great_value,great_value,expensive_hotel,,No,Yes,Yes,Yes
285,no_evident_not_great_value,great_value,expensive_for_average_hotel,,Yes,Yes,,Yes
286,no_evident_not_great_value,great_value,expensive_for_3_star_hotel,,Yes,Yes,,Yes
287,no_evident_not_right_price,right_price,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
288,no_evident_not_right_price,right_price,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
289,no_evident_not_right_price,right_price,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
290,no_evident_not_right_price,right_price,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
291,no_evident_not_right_price,right_price,expensive_for_what_you_get,,Yes,Yes,,Yes
292,no_evident_not_right_price,right_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
293,no_evident_not_right_price,right_price,overpriced_for_facility,,Yes,Yes,,Yes
294,no_evident_not_right_price,right_price,meal_not_include_in_price,,No,No,,No
295,no_evident_not_right_price,right_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
296,no_evident_not_right_price,right_price,high_price_for_small_room,,Yes,Yes,,Yes
297,no_evident_not_right_price,right_price,expensive_hotel,,Yes,Yes,,Yes
298,no_evident_not_right_price,right_price,expensive_for_average_hotel,,Yes,Yes,,Yes
299,no_evident_not_right_price,right_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
300,no_evident_not_right_performance,right_performance,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
301,no_evident_not_right_performance,right_performance,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
302,no_evident_not_right_performance,right_performance,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
303,no_evident_not_right_performance,right_performance,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
304,no_evident_not_right_performance,right_performance,expensive_for_what_you_get,,Yes,Yes,,Yes
305,no_evident_not_right_performance,right_performance,expensive_rate_for_what_offer,,Yes,Yes,,Yes
306,no_evident_not_right_performance,right_performance,overpriced_for_facility,,Yes,Yes,,Yes
307,no_evident_not_right_performance,right_performance,meal_not_include_in_price,,No,No,,No
308,no_evident_not_right_performance,right_performance,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
309,no_evident_not_right_performance,right_performance,high_price_for_small_room,,Yes,Yes,,Yes
310,no_evident_not_right_performance,right_performance,expensive_hotel,,No,No,,No
311,no_evident_not_right_performance,right_performance,expensive_for_average_hotel,,Yes,Yes,,Yes
312,no_evident_not_right_performance,right_performance,expensive_for_3_star_hotel,,Yes,Yes,,Yes
313,no_evident_not_cheap_price,cheap_price,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
314,no_evident_not_cheap_price,cheap_price,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
315,no_evident_not_cheap_price,cheap_price,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
316,no_evident_not_cheap_price,cheap_price,for_money_you_pay_you_get_one_small_water_bottle,No,No,Yes,,No
317,no_evident_not_cheap_price,cheap_price,expensive_for_what_you_get,,Yes,Yes,,Yes
318,no_evident_not_cheap_price,cheap_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
319,no_evident_not_cheap_price,cheap_price,overpriced_for_facility,,Yes,Yes,,Yes
320,no_evident_not_cheap_price,cheap_price,meal_not_include_in_price,,No,No,,No
321,no_evident_not_cheap_price,cheap_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
322,no_evident_not_cheap_price,cheap_price,high_price_for_small_room,,Yes,Yes,,Yes
323,no_evident_not_cheap_price,cheap_price,expensive_hotel,,Yes,Yes,,Yes
324,no_evident_not_cheap_price,cheap_price,expensive_for_average_hotel,,Yes,Yes,,Yes
325,no_evident_not_cheap_price,cheap_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
326,no_evident_not_full_value_for_price,full_value_for_price,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
327,no_evident_not_full_value_for_price,full_value_for_price,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
328,no_evident_not_full_value_for_price,full_value_for_price,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
329,no_evident_not_full_value_for_price,full_value_for_price,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
330,no_evident_not_full_value_for_price,full_value_for_price,expensive_for_what_you_get,,Yes,Yes,,Yes
331,no_evident_not_full_value_for_price,full_value_for_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
332,no_evident_not_full_value_for_price,full_value_for_price,overpriced_for_facility,,Yes,Yes,,Yes
333,no_evident_not_full_value_for_price,full_value_for_price,meal_not_include_in_price,,Yes,Yes,,Yes
334,no_evident_not_full_value_for_price,full_value_for_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
335,no_evident_not_full_value_for_price,full_value_for_price,high_price_for_small_room,,Yes,Yes,,Yes
336,no_evident_not_full_value_for_price,full_value_for_price,expensive_hotel,,No,No,,No
337,no_evident_not_full_value_for_price,full_value_for_price,expensive_for_average_hotel,,Yes,Yes,,Yes
338,no_evident_not_full_value_for_price,full_value_for_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
339,no_evident_not_good_value_for_price,good_value_for_price,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
340,no_evident_not_good_value_for_price,good_value_for_price,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
341,no_evident_not_good_value_for_price,good_value_for_price,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
342,no_evident_not_good_value_for_price,good_value_for_price,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
343,no_evident_not_good_value_for_price,good_value_for_price,expensive_for_what_you_get,,Yes,Yes,,Yes
344,no_evident_not_good_value_for_price,good_value_for_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
345,no_evident_not_good_value_for_price,good_value_for_price,overpriced_for_facility,,Yes,Yes,,Yes
346,no_evident_not_good_value_for_price,good_value_for_price,meal_not_include_in_price,,Yes,Yes,,Yes
347,no_evident_not_good_value_for_price,good_value_for_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
348,no_evident_not_good_value_for_price,good_value_for_price,high_price_for_small_room,,Yes,Yes,,Yes
349,no_evident_not_good_value_for_price,good_value_for_price,expensive_hotel,,No,No,,No
350,no_evident_not_good_value_for_price,good_value_for_price,expensive_for_average_hotel,,Yes,Yes,,Yes
351,no_evident_not_good_value_for_price,good_value_for_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
352,no_evident_not_undervalue_establishment,undervalue_establishment,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
353,no_evident_not_undervalue_establishment,undervalue_establishment,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
354,no_evident_not_undervalue_establishment,undervalue_establishment,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
355,no_evident_not_undervalue_establishment,undervalue_establishment,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
356,no_evident_not_undervalue_establishment,undervalue_establishment,expensive_for_what_you_get,,Yes,Yes,,Yes
357,no_evident_not_undervalue_establishment,undervalue_establishment,expensive_rate_for_what_offer,,Yes,Yes,,Yes
358,no_evident_not_undervalue_establishment,undervalue_establishment,overpriced_for_facility,,Yes,Yes,,Yes
359,no_evident_not_undervalue_establishment,undervalue_establishment,meal_not_include_in_price,,Yes,Yes,,Yes
360,no_evident_not_undervalue_establishment,undervalue_establishment,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
361,no_evident_not_undervalue_establishment,undervalue_establishment,high_price_for_small_room,,Yes,Yes,,Yes
362,no_evident_not_undervalue_establishment,undervalue_establishment,expensive_hotel,,Yes,Yes,,Yes
363,no_evident_not_undervalue_establishment,undervalue_establishment,expensive_for_average_hotel,,Yes,Yes,,Yes
364,no_evident_not_undervalue_establishment,undervalue_establishment,expensive_for_3_star_hotel,,Yes,Yes,,Yes
365,no_evident_not_cheap_room,cheap_room,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
366,no_evident_not_cheap_room,cheap_room,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
367,no_evident_not_cheap_room,cheap_room,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
368,no_evident_not_cheap_room,cheap_room,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
369,no_evident_not_cheap_room,cheap_room,expensive_for_what_you_get,,Yes,Yes,,Yes
370,no_evident_not_cheap_room,cheap_room,expensive_rate_for_what_offer,,Yes,Yes,,Yes
371,no_evident_not_cheap_room,cheap_room,overpriced_for_facility,,Yes,Yes,,Yes
372,no_evident_not_cheap_room,cheap_room,meal_not_include_in_price,,No,No,,No
373,no_evident_not_cheap_room,cheap_room,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
374,no_evident_not_cheap_room,cheap_room,high_price_for_small_room,,Yes,Yes,,Yes
375,no_evident_not_cheap_room,cheap_room,expensive_hotel,,Yes,Yes,,Yes
376,no_evident_not_cheap_room,cheap_room,expensive_for_average_hotel,,Yes,Yes,,Yes
377,no_evident_not_cheap_room,cheap_room,expensive_for_3_star_hotel,,Yes,Yes,,Yes
378,no_evident_not_satisfied_price,satisfied_price,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
379,no_evident_not_satisfied_price,satisfied_price,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
380,no_evident_not_satisfied_price,satisfied_price,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
381,no_evident_not_satisfied_price,satisfied_price,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
382,no_evident_not_satisfied_price,satisfied_price,expensive_for_what_you_get,,Yes,Yes,,Yes
383,no_evident_not_satisfied_price,satisfied_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
384,no_evident_not_satisfied_price,satisfied_price,overpriced_for_facility,,Yes,Yes,,Yes
385,no_evident_not_satisfied_price,satisfied_price,meal_not_include_in_price,No,Yes,No,,No
386,no_evident_not_satisfied_price,satisfied_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
387,no_evident_not_satisfied_price,satisfied_price,high_price_for_small_room,,Yes,Yes,,Yes
388,no_evident_not_satisfied_price,satisfied_price,expensive_hotel,,Yes,Yes,,Yes
389,no_evident_not_satisfied_price,satisfied_price,expensive_for_average_hotel,,Yes,Yes,,Yes
390,no_evident_not_satisfied_price,satisfied_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
391,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
392,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
393,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
394,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
395,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,expensive_for_what_you_get,,Yes,Yes,,Yes
396,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,expensive_rate_for_what_offer,,Yes,Yes,,Yes
397,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,overpriced_for_facility,,Yes,Yes,,Yes
398,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,meal_not_include_in_price,,Yes,Yes,,Yes
399,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
400,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,high_price_for_small_room,,Yes,Yes,,Yes
401,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,expensive_hotel,No,No,Yes,,No
402,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,expensive_for_average_hotel,,Yes,Yes,,Yes
403,no_evident_not_unbeatable_value_for_money,unbeatable_value_for_money,expensive_for_3_star_hotel,,Yes,Yes,,Yes
404,no_evident_not_excellent_price,excellent_price,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
405,no_evident_not_excellent_price,excellent_price,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
406,no_evident_not_excellent_price,excellent_price,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
407,no_evident_not_excellent_price,excellent_price,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
408,no_evident_not_excellent_price,excellent_price,expensive_for_what_you_get,,Yes,Yes,,Yes
409,no_evident_not_excellent_price,excellent_price,expensive_rate_for_what_offer,,Yes,Yes,,Yes
410,no_evident_not_excellent_price,excellent_price,overpriced_for_facility,,Yes,Yes,,Yes
411,no_evident_not_excellent_price,excellent_price,meal_not_include_in_price,,Yes,Yes,,Yes
412,no_evident_not_excellent_price,excellent_price,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
413,no_evident_not_excellent_price,excellent_price,high_price_for_small_room,,Yes,Yes,,Yes
414,no_evident_not_excellent_price,excellent_price,expensive_hotel,,Yes,Yes,,Yes
415,no_evident_not_excellent_price,excellent_price,expensive_for_average_hotel,,Yes,Yes,,Yes
416,no_evident_not_excellent_price,excellent_price,expensive_for_3_star_hotel,,Yes,Yes,,Yes
417,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
418,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
419,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
420,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
421,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,expensive_for_what_you_get,,Yes,Yes,,Yes
422,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,expensive_rate_for_what_offer,,Yes,Yes,,Yes
423,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,overpriced_for_facility,,Yes,Yes,,Yes
424,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,meal_not_include_in_price,,Yes,Yes,,Yes
425,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
426,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,high_price_for_small_room,,Yes,Yes,,Yes
427,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,expensive_hotel,,No,No,,No
428,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,expensive_for_average_hotel,,Yes,Yes,,Yes
429,no_evident_not_excellent_quality_ratio,excellent_quality_ratio,expensive_for_3_star_hotel,,Yes,Yes,,Yes
430,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
431,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
432,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
433,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
434,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,expensive_for_what_you_get,,Yes,Yes,,Yes
435,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,expensive_rate_for_what_offer,,Yes,Yes,,Yes
436,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,overpriced_for_facility,,Yes,Yes,,Yes
437,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,meal_not_include_in_price,Yes,Yes,No,,Yes
438,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
439,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,high_price_for_small_room,,Yes,Yes,,Yes
440,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,expensive_hotel,,No,No,,No
441,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,expensive_for_average_hotel,,Yes,Yes,,Yes
442,no_evident_not_perfect_price_for_what_we_expect,perfect_price_for_what_we_expect,expensive_for_3_star_hotel,,Yes,Yes,,Yes
443,no_evident_not_excellent_value,excellent_value,unlabeled_shampoo_dispenser_for_this_price,,Yes,Yes,,Yes
444,no_evident_not_excellent_value,excellent_value,shampoo_seem_cheap_considering_hotel_cost,,Yes,Yes,,Yes
445,no_evident_not_excellent_value,excellent_value,guesthouse_but_price_like_hotel,,Yes,Yes,,Yes
446,no_evident_not_excellent_value,excellent_value,for_money_you_pay_you_get_one_small_water_bottle,,Yes,Yes,,Yes
447,no_evident_not_excellent_value,excellent_value,expensive_for_what_you_get,,Yes,Yes,,Yes
448,no_evident_not_excellent_value,excellent_value,expensive_rate_for_what_offer,,Yes,Yes,,Yes
449,no_evident_not_excellent_value,excellent_value,overpriced_for_facility,,Yes,Yes,,Yes
450,no_evident_not_excellent_value,excellent_value,meal_not_include_in_price,,Yes,Yes,,Yes
451,no_evident_not_excellent_value,excellent_value,high_price_for_not_enough_comfort_room,,Yes,Yes,,Yes
452,no_evident_not_excellent_value,excellent_value,high_price_for_small_room,,Yes,Yes,,Yes
453,no_evident_not_excellent_value,excellent_value,expensive_hotel,,No,No,,No
454,no_evident_not_excellent_value,excellent_value,expensive_for_average_hotel,,Yes,Yes,,Yes
455,no_evident_not_excellent_value,excellent_value,expensive_for_3_star_hotel,,Yes,Yes,,Yes
